# Detector n: 1D Projection
  1.8578000000E+01  1.8604000000E+01  1.28116E-04  2.21378E-01
  1.8604000000E+01  1.8630000000E+01  1.28706E-04  2.24209E-01
  1.8630000000E+01  1.8656000000E+01  1.28657E-04  2.27980E-01
  1.8656000000E+01  1.8682000000E+01  1.28044E-04  2.25094E-01
  1.8682000000E+01  1.8708000000E+01  1.27990E-04  2.23887E-01
  1.8708000000E+01  1.8734000000E+01  1.28498E-04  2.28854E-01
  1.8734000000E+01  1.8760000000E+01  1.28757E-04  2.33304E-01
  1.8760000000E+01  1.8786000000E+01  1.28131E-04  2.32798E-01
  1.8786000000E+01  1.8812000000E+01  1.28843E-04  2.30765E-01
  1.8812000000E+01  1.8838000000E+01  1.28915E-04  2.29852E-01
  1.8838000000E+01  1.8864000000E+01  1.29412E-04  2.33379E-01
  1.8864000000E+01  1.8890000000E+01  1.28716E-04  2.33653E-01
  1.8890000000E+01  1.8916000000E+01  1.29176E-04  2.34043E-01
  1.8916000000E+01  1.8942000000E+01  1.29559E-04  2.32130E-01
  1.8942000000E+01  1.8968000000E+01  1.29362E-04  2.30900E-01
  1.8968000000E+01  1.8994000000E+01  1.28907E-04  2.34662E-01
  1.8994000000E+01  1.9020000000E+01  1.29467E-04  2.34477E-01
  1.9020000000E+01  1.9046000000E+01  1.29593E-04  2.37371E-01
  1.9046000000E+01  1.9072000000E+01  1.29403E-04  2.34318E-01
  1.9072000000E+01  1.9098000000E+01  1.28873E-04  2.33100E-01
  1.9098000000E+01  1.9124000000E+01  1.29476E-04  2.39528E-01
  1.9124000000E+01  1.9150000000E+01  1.29884E-04  2.35422E-01
  1.9150000000E+01  1.9176000000E+01  1.29637E-04  2.37325E-01
  1.9176000000E+01  1.9202000000E+01  1.29368E-04  2.38032E-01
  1.9202000000E+01  1.9228000000E+01  1.30186E-04  2.38107E-01
  1.9228000000E+01  1.9254000000E+01  1.30252E-04  2.39120E-01
  1.9254000000E+01  1.9280000000E+01  1.29325E-04  2.34919E-01
  1.9280000000E+01  1.9306000000E+01  1.29513E-04  2.41961E-01
  1.9306000000E+01  1.9332000000E+01  1.30303E-04  2.42334E-01
  1.9332000000E+01  1.9358000000E+01  1.30498E-04  2.38968E-01
  1.9358000000E+01  1.9384000000E+01  1.29921E-04  2.42793E-01
  1.9384000000E+01  1.9410000000E+01  1.30291E-04  2.43469E-01
  1.9410000000E+01  1.9436000000E+01  1.30855E-04  2.44606E-01
  1.9436000000E+01  1.9462000000E+01  1.30637E-04  2.43587E-01
  1.9462000000E+01  1.9488000000E+01  1.29945E-04  2.46502E-01
  1.9488000000E+01  1.9514000000E+01  1.30531E-04  2.46815E-01
  1.9514000000E+01  1.9540000000E+01  1.30951E-04  2.48041E-01
  1.9540000000E+01  1.9566000000E+01  1.30906E-04  2.44157E-01
  1.9566000000E+01  1.9592000000E+01  1.30044E-04  2.46482E-01
  1.9592000000E+01  1.9618000000E+01  1.30719E-04  2.50321E-01
  1.9618000000E+01  1.9644000000E+01  1.31625E-04  2.49788E-01
  1.9644000000E+01  1.9670000000E+01  1.31486E-04  2.50386E-01
  1.9670000000E+01  1.9696000000E+01  1.30893E-04  2.53862E-01
  1.9696000000E+01  1.9722000000E+01  1.31656E-04  2.58219E-01
  1.9722000000E+01  1.9748000000E+01  1.32550E-04  2.61428E-01
  1.9748000000E+01  1.9774000000E+01  1.31879E-04  2.59643E-01
  1.9774000000E+01  1.9800000000E+01  1.31196E-04  2.60580E-01
  1.9800000000E+01  1.9826000000E+01  1.32259E-04  2.61766E-01
  1.9826000000E+01  1.9852000000E+01  1.32302E-04  2.65318E-01
  1.9852000000E+01  1.9878000000E+01  1.32139E-04  2.63869E-01
  1.9878000000E+01  1.9904000000E+01  1.31071E-04  2.65089E-01
  1.9904000000E+01  1.9930000000E+01  1.31770E-04  2.67750E-01
  1.9930000000E+01  1.9956000000E+01  1.31652E-04  2.72934E-01
  1.9956000000E+01  1.9982000000E+01  1.31027E-04  2.75609E-01
  1.9982000000E+01  2.0008000000E+01  1.30524E-04  2.80847E-01
  2.0008000000E+01  2.0034000000E+01  1.31221E-04  2.82797E-01
  2.0034000000E+01  2.0060000000E+01  1.30080E-04  2.85405E-01
  2.0060000000E+01  2.0086000000E+01  1.28474E-04  2.90300E-01
  2.0086000000E+01  2.0112000000E+01  1.27404E-04  2.90625E-01
  2.0112000000E+01  2.0138000000E+01  1.26869E-04  2.96523E-01
  2.0138000000E+01  2.0164000000E+01  1.25299E-04  3.02741E-01
  2.0164000000E+01  2.0190000000E+01  1.22625E-04  3.12980E-01
  2.0190000000E+01  2.0216000000E+01  1.21100E-04  3.19137E-01
  2.0216000000E+01  2.0242000000E+01  1.19246E-04  3.31295E-01
  2.0242000000E+01  2.0268000000E+01  1.15717E-04  3.37088E-01
  2.0268000000E+01  2.0294000000E+01  1.12065E-04  3.40741E-01
  2.0294000000E+01  2.0320000000E+01  1.09323E-04  3.54321E-01
  2.0320000000E+01  2.0346000000E+01  1.05266E-04  3.63950E-01
  2.0346000000E+01  2.0372000000E+01  1.00315E-04  3.77771E-01
  2.0372000000E+01  2.0398000000E+01  9.47963E-05  3.91435E-01
  2.0398000000E+01  2.0424000000E+01  9.04170E-05  3.96327E-01
  2.0424000000E+01  2.0450000000E+01  8.45675E-05  4.17602E-01
  2.0450000000E+01  2.0476000000E+01  7.86439E-05  4.38139E-01
  2.0476000000E+01  2.0502000000E+01  7.24978E-05  4.55023E-01
  2.0502000000E+01  2.0528000000E+01  6.63936E-05  4.88423E-01
  2.0528000000E+01  2.0554000000E+01  6.03473E-05  5.15527E-01
  2.0554000000E+01  2.0580000000E+01  5.39533E-05  5.58782E-01
  2.0580000000E+01  2.0606000000E+01  4.75209E-05  5.99118E-01
  2.0606000000E+01  2.0632000000E+01  4.19088E-05  6.33195E-01
  2.0632000000E+01  2.0658000000E+01  3.65363E-05  6.88113E-01
  2.0658000000E+01  2.0684000000E+01  3.14338E-05  7.58013E-01
  2.0684000000E+01  2.0710000000E+01  2.63891E-05  8.23493E-01
  2.0710000000E+01  2.0736000000E+01  2.20011E-05  9.14629E-01
  2.0736000000E+01  2.0762000000E+01  1.81870E-05  1.01818E+00
  2.0762000000E+01  2.0788000000E+01  1.47628E-05  1.16718E+00
  2.0788000000E+01  2.0814000000E+01  1.18317E-05  1.26388E+00
  2.0814000000E+01  2.0840000000E+01  9.51338E-06  1.41306E+00
  2.0840000000E+01  2.0866000000E+01  7.28465E-06  1.61792E+00
  2.0866000000E+01  2.0892000000E+01  5.77051E-06  1.86687E+00
  2.0892000000E+01  2.0918000000E+01  4.32221E-06  2.10044E+00
  2.0918000000E+01  2.0944000000E+01  3.27994E-06  2.53803E+00
  2.0944000000E+01  2.0970000000E+01  2.39797E-06  2.75776E+00
  2.0970000000E+01  2.0996000000E+01  1.90715E-06  3.27096E+00
  2.0996000000E+01  2.1022000000E+01  1.35256E-06  3.84260E+00
  2.1022000000E+01  2.1048000000E+01  9.25419E-07  4.51966E+00
  2.1048000000E+01  2.1074000000E+01  7.33810E-07  5.34113E+00
  2.1074000000E+01  2.1100000000E+01  5.61253E-07  7.25578E+00
  2.1100000000E+01  2.1126000000E+01  3.46960E-07  7.03514E+00
  2.1126000000E+01  2.1152000000E+01  2.69725E-07  8.24341E+00
  2.1152000000E+01  2.1178000000E+01  3.20109E-07  1.13096E+01
  2.1178000000E+01  2.1204000000E+01  2.24366E-07  9.70495E+00
  2.1204000000E+01  2.1230000000E+01  2.08442E-07  9.19336E+00
  2.1230000000E+01  2.1256000000E+01  2.10161E-07  9.42686E+00
  2.1256000000E+01  2.1282000000E+01  1.90558E-07  1.07960E+01
  2.1282000000E+01  2.1308000000E+01  1.71645E-07  1.13197E+01
  2.1308000000E+01  2.1334000000E+01  1.65908E-07  9.29955E+00
  2.1334000000E+01  2.1360000000E+01  1.98227E-07  9.53482E+00
  2.1360000000E+01  2.1386000000E+01  2.42234E-07  1.14554E+01
  2.1386000000E+01  2.1412000000E+01  1.69386E-07  1.04348E+01
  2.1412000000E+01  2.1438000000E+01  1.58489E-07  1.10064E+01
  2.1438000000E+01  2.1464000000E+01  1.62972E-07  1.07060E+01
  2.1464000000E+01  2.1490000000E+01  1.69286E-07  1.50951E+01
  2.1490000000E+01  2.1516000000E+01  2.01655E-07  1.02930E+01
  2.1516000000E+01  2.1542000000E+01  2.10643E-07  1.16325E+01
  2.1542000000E+01  2.1568000000E+01  1.93322E-07  1.07769E+01
  2.1568000000E+01  2.1594000000E+01  1.88223E-07  1.43149E+01
  2.1594000000E+01  2.1620000000E+01  1.40105E-07  8.02569E+00
  2.1620000000E+01  2.1646000000E+01  1.40473E-07  9.19749E+00
  2.1646000000E+01  2.1672000000E+01  1.73566E-07  1.12849E+01
  2.1672000000E+01  2.1698000000E+01  2.20595E-07  1.24739E+01
  2.1698000000E+01  2.1724000000E+01  2.01098E-07  9.74579E+00
  2.1724000000E+01  2.1750000000E+01  1.72605E-07  9.11015E+00
  2.1750000000E+01  2.1776000000E+01  1.63494E-07  9.64452E+00
  2.1776000000E+01  2.1802000000E+01  1.43612E-07  9.82412E+00
  2.1802000000E+01  2.1828000000E+01  1.51531E-07  1.11353E+01
  2.1828000000E+01  2.1854000000E+01  1.63711E-07  1.40043E+01
  2.1854000000E+01  2.1880000000E+01  1.36326E-07  9.93446E+00
  2.1880000000E+01  2.1906000000E+01  1.36138E-07  1.36390E+01
  2.1906000000E+01  2.1932000000E+01  1.24220E-07  1.18362E+01
  2.1932000000E+01  2.1958000000E+01  1.78156E-07  1.27844E+01
  2.1958000000E+01  2.1984000000E+01  2.02277E-07  8.66726E+00
  2.1984000000E+01  2.2010000000E+01  1.80743E-07  1.19779E+01
  2.2010000000E+01  2.2036000000E+01  1.93486E-07  1.02742E+01
  2.2036000000E+01  2.2062000000E+01  1.98468E-07  1.32537E+01
  2.2062000000E+01  2.2088000000E+01  1.55075E-07  1.20939E+01
  2.2088000000E+01  2.2114000000E+01  1.41670E-07  1.13050E+01
  2.2114000000E+01  2.2140000000E+01  1.37036E-07  8.71181E+00
  2.2140000000E+01  2.2166000000E+01  1.54506E-07  1.08123E+01
  2.2166000000E+01  2.2192000000E+01  1.29066E-07  9.50009E+00
  2.2192000000E+01  2.2218000000E+01  1.52602E-07  1.17001E+01
  2.2218000000E+01  2.2244000000E+01  1.58434E-07  1.30596E+01
  2.2244000000E+01  2.2270000000E+01  1.32429E-07  9.67474E+00
  2.2270000000E+01  2.2296000000E+01  1.61199E-07  9.20437E+00
  2.2296000000E+01  2.2322000000E+01  1.68855E-07  1.07109E+01
  2.2322000000E+01  2.2348000000E+01  1.48673E-07  9.74483E+00
  2.2348000000E+01  2.2374000000E+01  1.83749E-07  1.34613E+01
  2.2374000000E+01  2.2400000000E+01  1.32480E-07  9.28182E+00
  2.2400000000E+01  2.2426000000E+01  1.31704E-07  9.09431E+00
  2.2426000000E+01  2.2452000000E+01  1.38599E-07  1.43897E+01
  2.2452000000E+01  2.2478000000E+01  1.30113E-07  1.15653E+01
  2.2478000000E+01  2.2504000000E+01  1.67023E-07  2.43440E+01
  2.2504000000E+01  2.2530000000E+01  1.26168E-07  1.22475E+01
  2.2530000000E+01  2.2556000000E+01  1.35774E-07  9.47791E+00
  2.2556000000E+01  2.2582000000E+01  1.66176E-07  1.51524E+01
  2.2582000000E+01  2.2608000000E+01  1.71479E-07  1.63753E+01
  2.2608000000E+01  2.2634000000E+01  1.57413E-07  1.66370E+01
  2.2634000000E+01  2.2660000000E+01  1.55824E-07  1.31416E+01
  2.2660000000E+01  2.2686000000E+01  1.68774E-07  1.46222E+01
  2.2686000000E+01  2.2712000000E+01  1.82619E-07  1.46742E+01
  2.2712000000E+01  2.2738000000E+01  1.52484E-07  1.12644E+01
  2.2738000000E+01  2.2764000000E+01  1.31286E-07  1.27257E+01
  2.2764000000E+01  2.2790000000E+01  1.08216E-07  1.08401E+01
  2.2790000000E+01  2.2816000000E+01  1.28000E-07  1.04438E+01
  2.2816000000E+01  2.2842000000E+01  1.39171E-07  1.07025E+01
  2.2842000000E+01  2.2868000000E+01  1.21706E-07  9.39732E+00
  2.2868000000E+01  2.2894000000E+01  1.01621E-07  7.72861E+00
  2.2894000000E+01  2.2920000000E+01  1.30109E-07  8.98809E+00
  2.2920000000E+01  2.2946000000E+01  1.05020E-07  8.86118E+00
  2.2946000000E+01  2.2972000000E+01  1.41889E-07  1.30821E+01
  2.2972000000E+01  2.2998000000E+01  1.31414E-07  8.59047E+00
  2.2998000000E+01  2.3024000000E+01  1.66873E-07  1.22707E+01
  2.3024000000E+01  2.3050000000E+01  1.23665E-07  1.34213E+01
  2.3050000000E+01  2.3076000000E+01  1.26920E-07  9.87489E+00
  2.3076000000E+01  2.3102000000E+01  1.03836E-07  9.65765E+00
  2.3102000000E+01  2.3128000000E+01  1.32169E-07  1.01154E+01
  2.3128000000E+01  2.3154000000E+01  1.49311E-07  1.36783E+01
  2.3154000000E+01  2.3180000000E+01  1.44691E-07  1.38246E+01
  2.3180000000E+01  2.3206000000E+01  2.07099E-07  1.29959E+01
  2.3206000000E+01  2.3232000000E+01  1.54509E-07  1.34295E+01
  2.3232000000E+01  2.3258000000E+01  1.20814E-07  1.17049E+01
  2.3258000000E+01  2.3284000000E+01  1.09204E-07  8.56713E+00
  2.3284000000E+01  2.3310000000E+01  1.08325E-07  8.72577E+00
  2.3310000000E+01  2.3336000000E+01  1.32085E-07  9.46924E+00
  2.3336000000E+01  2.3362000000E+01  1.32798E-07  9.96348E+00
  2.3362000000E+01  2.3388000000E+01  1.33549E-07  1.03697E+01
  2.3388000000E+01  2.3414000000E+01  1.20094E-07  1.04948E+01
  2.3414000000E+01  2.3440000000E+01  1.24259E-07  1.14031E+01
  2.3440000000E+01  2.3466000000E+01  1.34816E-07  1.46914E+01
  2.3466000000E+01  2.3492000000E+01  1.19685E-07  1.11124E+01
  2.3492000000E+01  2.3518000000E+01  1.46307E-07  1.75148E+01
  2.3518000000E+01  2.3544000000E+01  1.41057E-07  1.25967E+01
  2.3544000000E+01  2.3570000000E+01  1.60868E-07  1.62783E+01
  2.3570000000E+01  2.3596000000E+01  1.05118E-07  1.42164E+01
  2.3596000000E+01  2.3622000000E+01  9.48363E-08  9.60243E+00
  2.3622000000E+01  2.3648000000E+01  9.06186E-08  9.80366E+00
  2.3648000000E+01  2.3674000000E+01  1.21189E-07  1.46898E+01
  2.3674000000E+01  2.3700000000E+01  1.13036E-07  1.14270E+01
  2.3700000000E+01  2.3726000000E+01  1.21415E-07  1.64499E+01
  2.3726000000E+01  2.3752000000E+01  9.39688E-08  1.04627E+01
  2.3752000000E+01  2.3778000000E+01  1.57417E-07  1.61507E+01
  2.3778000000E+01  2.3804000000E+01  1.45164E-07  1.53978E+01
  2.3804000000E+01  2.3830000000E+01  1.06603E-07  1.10360E+01
  2.3830000000E+01  2.3856000000E+01  1.10583E-07  1.40417E+01
  2.3856000000E+01  2.3882000000E+01  1.02056E-07  1.01500E+01
  2.3882000000E+01  2.3908000000E+01  1.49000E-07  1.21308E+01
  2.3908000000E+01  2.3934000000E+01  1.58751E-07  2.11313E+01
  2.3934000000E+01  2.3960000000E+01  1.44010E-07  1.18729E+01
  2.3960000000E+01  2.3986000000E+01  1.71086E-07  1.30629E+01
  2.3986000000E+01  2.4012000000E+01  1.74758E-07  1.65282E+01
  2.4012000000E+01  2.4038000000E+01  1.05348E-07  1.36372E+01
  2.4038000000E+01  2.4064000000E+01  1.28694E-07  1.33081E+01
  2.4064000000E+01  2.4090000000E+01  1.28453E-07  1.52176E+01
  2.4090000000E+01  2.4116000000E+01  1.53860E-07  1.60282E+01
  2.4116000000E+01  2.4142000000E+01  1.09617E-07  1.07675E+01
  2.4142000000E+01  2.4168000000E+01  1.22464E-07  1.77955E+01
  2.4168000000E+01  2.4194000000E+01  1.03160E-07  1.12075E+01
  2.4194000000E+01  2.4220000000E+01  1.20763E-07  1.61216E+01
  2.4220000000E+01  2.4246000000E+01  9.80904E-08  1.20216E+01
  2.4246000000E+01  2.4272000000E+01  7.58858E-08  1.03196E+01
  2.4272000000E+01  2.4298000000E+01  1.11148E-07  1.31973E+01
  2.4298000000E+01  2.4324000000E+01  1.58257E-07  1.52007E+01
  2.4324000000E+01  2.4350000000E+01  1.00152E-07  9.38346E+00
  2.4350000000E+01  2.4376000000E+01  1.34901E-07  1.33780E+01
  2.4376000000E+01  2.4402000000E+01  1.49301E-07  1.15376E+01
  2.4402000000E+01  2.4428000000E+01  1.31015E-07  1.13671E+01
  2.4428000000E+01  2.4454000000E+01  1.14423E-07  1.10938E+01
  2.4454000000E+01  2.4480000000E+01  1.56663E-07  1.55626E+01
  2.4480000000E+01  2.4506000000E+01  1.24482E-07  1.04145E+01
  2.4506000000E+01  2.4532000000E+01  9.80147E-08  1.36928E+01
  2.4532000000E+01  2.4558000000E+01  1.23386E-07  1.55952E+01
  2.4558000000E+01  2.4584000000E+01  9.74842E-08  9.73654E+00
  2.4584000000E+01  2.4610000000E+01  1.23362E-07  1.47029E+01
  2.4610000000E+01  2.4636000000E+01  9.89633E-08  1.23636E+01
  2.4636000000E+01  2.4662000000E+01  1.00503E-07  1.29330E+01
  2.4662000000E+01  2.4688000000E+01  8.97610E-08  1.11342E+01
  2.4688000000E+01  2.4714000000E+01  1.08718E-07  1.27275E+01
  2.4714000000E+01  2.4740000000E+01  1.03998E-07  1.00546E+01
  2.4740000000E+01  2.4766000000E+01  1.56589E-07  1.82811E+01
  2.4766000000E+01  2.4792000000E+01  1.34125E-07  1.28268E+01
  2.4792000000E+01  2.4818000000E+01  1.11097E-07  1.29708E+01
  2.4818000000E+01  2.4844000000E+01  1.15140E-07  9.87996E+00
  2.4844000000E+01  2.4870000000E+01  1.05436E-07  1.35040E+01
  2.4870000000E+01  2.4896000000E+01  1.19069E-07  1.20720E+01
  2.4896000000E+01  2.4922000000E+01  1.53534E-07  1.43945E+01
  2.4922000000E+01  2.4948000000E+01  1.04301E-07  1.83052E+01
  2.4948000000E+01  2.4974000000E+01  1.28633E-07  1.93660E+01
  2.4974000000E+01  2.5000000000E+01  1.02433E-07  1.18135E+01
  2.5000000000E+01  2.5000000000E+01  1.02433E-07  1.18135E+01
